time,thrust,tilt,x_drone,y_drone,theta,xdot_drone,ydot_drone,x_cargo,y_cargo,xdot_cargo,ydot_cargo
2.18,55,-10,1.43032,3.74277,8.2,0.182475,2.1285,1.97477,2.34447,0.984381,2.44073
2.19,55,-10,1.43215,3.76412,8.1,0.183293,2.14174,1.9844,2.36889,0.942707,2.44235
2.2,55,-10,1.43399,3.78561,8,0.184679,2.15546,1.99362,2.39332,0.900716,2.44331
2.21,55,-10,1.43584,3.80723,7.9,0.186612,2.16963,2.00241,2.41776,0.858439,2.44363
2.22,55,-10,1.43772,3.829,7.8,0.189069,2.18425,2.01079,2.44219,0.815907,2.44335
2.23,55,-10,1.43963,3.85092,7.7,0.19203,2.19929,2.01873,2.46662,0.773152,2.44248
2.24,55,-10,1.44156,3.87299,7.6,0.195474,2.21472,2.02625,2.49104,0.730201,2.44106
2.25,55,-10,1.44354,3.89521,7.5,0.199383,2.23054,2.03333,2.51544,0.687084,2.43913
2.26,55,-10,1.44555,3.9176,7.4,0.203738,2.24671,2.03999,2.53982,0.643828,2.4367
2.27,55,-10,1.44761,3.94015,7.3,0.208521,2.26321,2.04621,2.56418,0.600459,2.43384
2.28,55,-10,1.44972,3.96286,7.2,0.213713,2.28,2.052,2.5885,0.557001,2.43056
2.29,55,-10,1.45189,3.98575,7.1,0.219299,2.29707,2.05735,2.61279,0.513479,2.42692
2.3,55,-10,1.45411,4.0088,7,0.225262,2.31438,2.06227,2.63704,0.469917,2.42296
2.31,55,-10,1.4564,4.03203,6.9,0.231586,2.3319,2.06675,2.66125,0.426337,2.41872
2.32,55,-10,1.45874,4.05544,6.8,0.238256,2.34959,2.07079,2.68541,0.38276,2.41424
2.33,55,-10,1.46116,4.07903,6.7,0.245258,2.36744,2.0744,2.70953,0.339207,2.40959
2.34,55,-10,1.46365,4.10279,6.6,0.252577,2.38539,2.07758,2.7336,0.2957,2.40479
2.35,55,-10,1.46621,4.12673,6.5,0.260198,2.40343,2.08032,2.75763,0.252259,2.39991
2.36,55,-10,1.46886,4.15086,6.4,0.268109,2.42151,2.08262,2.7816,0.208903,2.39498
2.37,55,-10,1.47158,4.17516,6.3,0.276294,2.43959,2.0845,2.80553,0.165652,2.39007
2.38,55,-10,1.47438,4.19965,6.2,0.28474,2.45766,2.08594,2.8294,0.122527,2.38522
2.39,55,-10,1.47727,4.22432,6.1,0.293433,2.47566,2.08695,2.85323,0.0795466,2.38048
2.4,55,-10,1.48025,4.24916,6,0.302359,2.49357,2.08753,2.87701,0.0367316,2.3759
2.41,55,-10,1.48332,4.27419,5.9,0.311504,2.51134,2.08768,2.90075,-0.0058975,2.37153
2.42,55,-10,1.48648,4.29939,5.8,0.320853,2.52896,2.08741,2.92444,-0.0483197,2.36742
2.43,55,-10,1.48974,4.32477,5.7,0.330391,2.54637,2.08672,2.9481,-0.0905131,2.36362
2.44,55,-10,1.49309,4.35032,5.6,0.340103,2.56355,2.0856,2.97172,-0.132455,2.36018
2.45,55,-10,1.49654,4.37604,5.5,0.349973,2.58047,2.08407,2.99531,-0.174123,2.35714
2.46,55,-10,1.50009,4.40192,5.4,0.359984,2.59709,2.08212,3.01886,-0.215492,2.35455
2.47,55,-10,1.50374,4.42798,5.3,0.37012,2.61338,2.07976,3.0424,-0.256537,2.35246
2.48,55,-10,1.50749,4.45419,5.2,0.380361,2.62931,2.07699,3.06592,-0.297231,2.3509
2.49,55,-10,1.51135,4.48056,5.1,0.39069,2.64486,2.07381,3.08942,-0.337547,2.34991
2.5,55,-10,1.51531,4.50708,5,0.401087,2.65999,2.07024,3.11292,-0.377455,2.34955
2.51,55,-10,1.51937,4.53376,4.9,0.411531,2.67468,2.06626,3.13642,-0.416925,2.34984
2.52,55,-10,1.52354,4.56057,4.8,0.422002,2.68891,2.0619,3.15992,-0.455926,2.35081
2.53,55,-10,1.52781,4.58753,4.7,0.432477,2.70265,2.05715,3.18344,-0.494424,2.35251
2.54,55,-10,1.53219,4.61462,4.6,0.442934,2.71588,2.05201,3.20698,-0.532385,2.35496
